"date","date_time","FD20_flux","FD21_flux","FD20_flux_median","FD21_flux_median","soil_CO2_5cm","soil_CO2_15cm","soil_CO2_25cm","soil_temp_5cm","soil_temp_15cm","soil_temp_25cm","ATM_temp"
2017-07-30,2017-07-30 16:00:00,0.279375412,0.905708193,0.202141936,0.799762299,1066,4308,-9999,13.83,6.657,5.053,-9999
2017-07-30,2017-07-30 17:00:00,0.202141936,0.673144035,0.202141936,0.695108428,1056,4279,-9999,13.96,6.832,5.124,-9999
2017-07-30,2017-07-30 18:00:00,0.248863422,0.609834903,0.202141936,0.695108428,1057,4204,-9999,12.71,6.821,5.182,-9999
2017-07-30,2017-07-30 19:00:00,0.171629946,0.695108428,0.171629946,0.673144035,1044,4161,-9999,12.09,6.951,5.399,-9999
2017-07-30,2017-07-30 20:00:00,0.108698966,0.715780797,0.170676446,0.609834903,1020,4122,-9999,12.58,6.863,5.553,-9999
2017-07-30,2017-07-30 21:00:00,0.123954961,0.483216639,0.170676446,0.653763689,982,4018,-9999,11.05,6.812,5.38,-9999
2017-07-30,2017-07-30 22:00:00,0.170676446,0.568490164,0.170676446,0.652471666,979,3928,-9999,10.65,6.653,5.48,-9999
2017-07-30,2017-07-30 23:00:00,0.170676446,0.653763689,0.170676446,0.652471666,969,3872,-9999,9.81,6.594,5.525,-9999
2017-07-31,2017-07-31 00:00:00,0.170676446,0.652471666,0.170676446,0.653763689,989,3867,-9999,8.78,6.581,5.494,-9999
2017-07-31,2017-07-31 01:00:00,0.170676446,0.926380563,0.170676446,0.799762299,988,3780,-9999,8.17,6.446,5.515,-9999
2017-07-31,2017-07-31 02:00:00,0.155420451,0.799762299,0.170676446,0.8837438,971,3804,-9999,8.02,6.336,5.318,-9999
2017-07-31,2017-07-31 03:00:00,0.186885941,0.8837438,0.170676446,0.926380563,962,3726,-9999,8.05,6.31,5.309,-9999
2017-07-31,2017-07-31 04:00:00,0.108698966,1.178325067,0.186885941,1.116307958,965,3732,-9999,7.843,6.277,5.293,-9999
2017-07-31,2017-07-31 05:00:00,0.202141936,1.17961709,0.186885941,1.178325067,945,3781,-9999,7.858,6.12,5.084,-9999
2017-07-31,2017-07-31 06:00:00,0.342306392,1.116307958,0.202141936,1.17961709,962,3853,-9999,7.893,6.086,5.137,-9999
2017-07-31,2017-07-31 07:00:00,0.185932442,1.222253853,0.217397932,1.17961709,975,3873,-9999,8.32,6.083,5.082,-9999
2017-07-31,2017-07-31 08:00:00,0.217397932,1.263598592,0.217397932,1.116307958,1024,3931,-9999,9.06,6.048,5.202,-9999
2017-07-31,2017-07-31 09:00:00,0.310840902,1.094343566,0.217397932,1.094343566,1033,3973,-9999,9.66,6.117,5.064,-9999
2017-07-31,2017-07-31 10:00:00,0.123954961,0.885035824,0.279375412,0.947052932,1007,4012,-9999,11.5,6.109,5.142,-9999
2017-07-31,2017-07-31 11:00:00,0.279375412,0.589162534,0.279375412,0.947052932,849,4003,-9999,12.15,6.203,5.012,-9999
2017-07-31,2017-07-31 12:00:00,0.279375412,0.947052932,0.185932442,0.885035824,829,3979,-9999,13.15,6.504,5.193,-9999
2017-07-31,2017-07-31 13:00:00,0.185932442,0.947052932,0.185932442,0.905708193,857,3974,-9999,14.65,6.584,5.186,-9999
2017-07-31,2017-07-31 14:00:00,0.077233476,0.609834903,0.171629946,0.905708193,773.9,3896,-9999,14.88,6.869,5.23,-9999
2017-07-31,2017-07-31 15:00:00,0.171629946,0.905708193,0.092489471,0.885035824,751.1,3813,5323,14.62,7.204,5.462,-9999
2017-07-31,2017-07-31 16:00:00,0.078186975,0.8837438,0.092489471,0.8837438,733.2,3699,4655,14.22,7.413,5.465,-9999
2017-07-31,2017-07-31 17:00:00,0.092489471,0.885035824,0.092489471,0.8837438,783.7,3653,4223,15.39,7.471,5.558,-9999
2017-07-31,2017-07-31 18:00:00,0.155420451,0.505181032,0.092489471,0.715780797,689.2,3598,3904,14.18,7.579,5.735,-9999
2017-07-31,2017-07-31 19:00:00,0.061977481,0.715780797,0.092489471,0.715780797,668,3524,3562,13.46,7.779,5.85,-9999
2017-07-31,2017-07-31 20:00:00,0.108698966,0.695108428,0.061977481,0.715780797,708.8,3539,3391,13.64,7.894,5.931,-9999
2017-07-31,2017-07-31 21:00:00,0.061977481,0.779089929,0.061977481,0.779089929,726.7,3589,3433,12.74,7.691,5.866,-9999
2017-07-31,2017-07-31 22:00:00,0.061977481,0.779089929,0.108698966,0.779089929,632.2,3513,3293,11.58,7.676,5.937,-9999
2017-07-31,2017-07-31 23:00:00,0.232653927,0.885035824,0.061977481,0.841107038,617.5,3389,3096,10.73,7.572,6.108,-9999
2017-08-01,2017-08-01 00:00:00,0.155420451,0.841107038,0.061977481,0.841107038,676.2,3428,3031,10.23,7.471,5.973,-9999
2017-08-01,2017-08-01 01:00:00,0.061977481,0.905708193,0.061977481,0.885035824,705.5,3513,3122,9.7,7.379,5.915,-9999
2017-08-01,2017-08-01 02:00:00,-0.015255995,0.820434669,0.061977481,0.905708193,668.2,3532,3207,9.59,7.409,6.117,-9999
2017-08-01,2017-08-01 03:00:00,0.046721485,1.178325067,0.046721485,1.158944721,740,3534,3271,9.38,7.202,5.893,-9999
2017-08-01,2017-08-01 04:00:00,0.078186975,1.20028946,0.046721485,1.158944721,749.7,3548,3361,9.02,6.995,5.875,-9999
2017-08-01,2017-08-01 05:00:00,0.046721485,1.158944721,0.046721485,1.158944721,723.7,3553,3428,8.99,6.89,5.717,-9999
2017-08-01,2017-08-01 06:00:00,0.061977481,0.989689695,0.061977481,0.989689695,681.3,3548,3429,9.14,6.807,5.876,-9999
2017-08-01,2017-08-01 07:00:00,-0.03146549,0.842399061,0.061977481,0.842399061,682.9,3503,3341,8.62,6.743,5.813,-9999
2017-08-01,2017-08-01 08:00:00,0.123954961,0.337218029,0.061977481,0.4418719,645.4,3508,3382,8.22,6.691,5.708,-9999
2017-08-01,2017-08-01 09:00:00,0.061977481,0.4418719,0.123954961,0.4418719,619.4,3605,3599,8.07,6.694,5.728,-9999
2017-08-01,2017-08-01 10:00:00,0.232653927,0.357890399,0.123954961,0.357890399,593.3,3664,3732,7.875,6.446,5.567,-9999
2017-08-01,2017-08-01 11:00:00,0.233607427,0.505181032,0.093442971,0.357890399,578.6,3672,3856,8.2,6.372,5.527,-9999
2017-08-01,2017-08-01 12:00:00,0.03146549,0.167963003,0.093442971,0.251944505,578.6,3724,3967,8.31,6.328,5.552,-9999
2017-08-01,2017-08-01 13:00:00,0.093442971,0.251944505,0.093442971,0.167963003,575.3,3669,4104,8.86,6.351,5.351,-9999
2017-08-01,2017-08-01 14:00:00,0.093442971,0.148582657,0.093442971,0.148582657,581.9,3672,4119,9.29,6.215,5.387,-9999
2017-08-01,2017-08-01 15:00:00,0.077233476,0.085273525,0.093442971,0.148582657,596.5,3630,4215,9.53,6.299,5.437,-9999
2017-08-01,2017-08-01 16:00:00,0.140164456,0.085273525,0.123954961,0.126618264,594.9,3556,4360,9.41,6.349,5.331,-9999
2017-08-01,2017-08-01 17:00:00,0.123954961,0.210599765,0.124908461,0.126618264,625.9,3548,4586,10.84,6.306,5.547,-9999
2017-08-01,2017-08-01 18:00:00,0.124908461,0.126618264,0.124908461,0.147290633,674.6,3630,4813,10.67,6.225,5.362,-9999
2017-08-01,2017-08-01 19:00:00,0.140164456,0.147290633,0.124908461,0.147290633,715.3,3671,5048,11.03,6.481,5.481,-9999
2017-08-01,2017-08-01 20:00:00,0.123954961,0.147290633,0.140164456,0.147290633,759.3,3738,5302,10.39,6.61,5.316,-9999
2017-08-01,2017-08-01 21:00:00,0.248863422,0.315253636,0.248863422,0.315253636,808,3780,5533,9.53,6.44,5.457,-9999
2017-08-01,2017-08-01 22:00:00,0.326096897,0.527145425,0.326096897,0.527145425,900,3833,5796,8.94,6.412,5.412,-9999
2017-08-01,2017-08-01 23:00:00,0.512982839,1.326907724,0.326096897,1.304943331,1014,3869,-9999,8.69,6.407,5.406,-9999
2017-08-02,2017-08-02 00:00:00,0.544448329,-9999,0.326096897,-9999,-9999,3944,-9999,7.901,6.215,5.369,-9999
2017-08-02,2017-08-02 01:00:00,-9999,-9999,-9999,-9999,-9999,4014,-9999,7.517,6.191,5.38,-9999
2017-08-02,2017-08-02 02:00:00,-9999,1.474198357,-9999,1.306235354,-9999,-9999,-9999,7.286,6.132,5.407,-9999
2017-08-02,2017-08-02 03:00:00,0.310840902,1.304943331,0.434795863,1.306235354,-9999,-9999,-9999,7.072,6.056,5.245,-9999
2017-08-02,2017-08-02 04:00:00,-9999,1.306235354,-9999,1.304943331,1058,-9999,-9999,7.189,5.983,5.12,-9999
2017-08-02,2017-08-02 05:00:00,0.280328912,0.969017325,0.357562388,0.969017325,994,-9999,-9999,7.459,6.012,5.167,-9999
2017-08-02,2017-08-02 06:00:00,0.434795863,0.885035824,0.310840902,0.969017325,890,-9999,-9999,7.893,5.879,5.102,-9999
2017-08-02,2017-08-02 07:00:00,0.357562388,0.821726692,0.357562388,0.969017325,846,-9999,-9999,8.05,6.003,5.192,-9999
2017-08-02,2017-08-02 08:00:00,0.310840902,1.031034434,0.419539868,1.031034434,869,-9999,-9999,8.31,6.074,5.09,-9999
2017-08-02,2017-08-02 09:00:00,-9999,1.241634199,-9999,1.241634199,906,-9999,-9999,8.85,5.959,5.096,-9999
2017-08-02,2017-08-02 10:00:00,0.512982839,1.431561595,0.404283873,1.242926222,921,-9999,-9999,9.38,6.03,5.149,-9999
2017-08-02,2017-08-02 11:00:00,0.419539868,1.431561595,0.404283873,1.242926222,901,-9999,-9999,10.16,6.038,5.158,-9999
2017-08-02,2017-08-02 12:00:00,0.404283873,1.242926222,0.404283873,1.242926222,921,-9999,-9999,10.64,6.138,4.999,-9999
2017-08-02,2017-08-02 13:00:00,0.202141936,0.4418719,0.217397932,0.4418719,699.2,-9999,-9999,10.34,6.303,5.164,-9999
2017-08-02,2017-08-02 14:00:00,0.202141936,0.31654566,0.202141936,0.400527161,611.2,-9999,-9999,10.63,6.437,5.281,-9999
2017-08-02,2017-08-02 15:00:00,0.217397932,0.231272135,0.202141936,0.31654566,678,3985,-9999,10.18,6.508,5.318,-9999
2017-08-02,2017-08-02 16:00:00,0.202141936,0.400527161,0.202141936,0.31654566,738.3,3949,-9999,10.07,6.48,5.238,-9999
2017-08-02,2017-08-02 17:00:00,0.202141936,0.31654566,0.202141936,0.273908897,749.7,3941,-9999,10.8,6.595,5.388,-9999
2017-08-02,2017-08-02 18:00:00,0.233607427,0,0.202141936,0.31654566,788.6,3950,-9999,11.72,6.815,5.504,-9999
2017-08-02,2017-08-02 19:00:00,0.202141936,0.273908897,0.233607427,0.31654566,778.8,3932,-9999,11.99,6.764,5.35,-9999
2017-08-02,2017-08-02 20:00:00,0.247909922,0.357890399,0.247909922,0.357890399,857,3901,-9999,12.1,6.821,5.425,-9999
2017-08-02,2017-08-02 21:00:00,0.372818383,0.568490164,0.372818383,0.568490164,872,3876,-9999,11.18,6.827,5.499,-9999
2017-08-02,2017-08-02 22:00:00,0.388074378,0.631799296,0.388074378,0.631799296,878,3876,-9999,9.97,6.999,5.533,-9999
2017-08-02,2017-08-02 23:00:00,0.388074378,0.905708193,0.388074378,0.905708193,895,3866,-9999,9.29,6.871,5.664,-9999
2017-08-03,2017-08-03 00:00:00,0.388074378,0.948344955,0.388074378,0.948344955,919,3872,-9999,8.24,6.798,5.574,-9999
2017-08-03,2017-08-03 01:00:00,0.590216314,1.032326457,0.512982839,1.032326457,1015,3807,-9999,6.497,6.515,5.48,-9999
2017-08-03,2017-08-03 02:00:00,0.621681804,1.347580093,0.512982839,1.178325067,1030,3809,-9999,5.385,6.385,5.385,-9999
2017-08-03,2017-08-03 03:00:00,-9999,1.178325067,-9999,1.178325067,1024,3814,-9999,5.14,6.123,5.243,-9999
2017-08-03,2017-08-03 04:00:00,0.512982839,1.17961709,0.512982839,1.178325067,999,3811,-9999,5.117,5.791,5.273,-9999
2017-08-03,2017-08-03 05:00:00,0.357562388,1.010362064,0.466261353,1.094343566,991,3778,-9999,5.487,5.591,5.021,-9999
2017-08-03,2017-08-03 06:00:00,0.466261353,0.926380563,0.434795863,1.073671196,927,3765,-9999,5.922,5.629,4.972,-9999
2017-08-03,2017-08-03 07:00:00,0.326096897,1.094343566,0.357562388,1.073671196,900,3700,-9999,6.338,5.614,4.751,-9999
2017-08-03,2017-08-03 08:00:00,0.434795863,1.073671196,0.342306392,1.073671196,882,3718,-9999,6.817,5.369,4.902,-9999
2017-08-03,2017-08-03 09:00:00,0.310840902,1.116307958,0.342306392,1.073671196,869,3672,-9999,7.458,5.356,4.734,-9999
2017-08-03,2017-08-03 10:00:00,0.342306392,0.799762299,0.372818383,0.820434669,825,3641,-9999,7.803,5.288,4.718,-9999
2017-08-03,2017-08-03 11:00:00,0.372818383,0.779089929,0.372818383,0.820434669,815,3592,-9999,8.01,5.338,4.716,-9999
2017-08-03,2017-08-03 12:00:00,0.434795863,0.820434669,0.372818383,0.820434669,836,3525,-9999,8.51,5.6,4.685,-9999
2017-08-03,2017-08-03 13:00:00,0.403330373,1.052998827,0.372818383,0.821726692,802,3498,-9999,9.2,5.654,4.704,-9999
2017-08-03,2017-08-03 14:00:00,0.279375412,0.821726692,0.326096897,0.905708193,805,3467,-9999,9.14,5.584,4.755,-9999
2017-08-03,2017-08-03 15:00:00,0.247909922,0.905708193,0.279375412,0.989689695,812,3434,5900,9.82,5.66,4.676,-9999
2017-08-03,2017-08-03 16:00:00,0.326096897,1.010362064,0.279375412,0.926380563,843,3446,5679,10.69,5.694,4.779,-9999
2017-08-03,2017-08-03 17:00:00,0.264119417,0.989689695,0.264119417,0.926380563,825,3450,5537,11.39,5.861,4.808,-9999
2017-08-03,2017-08-03 18:00:00,0.342306392,0.926380563,0.264119417,0.926380563,870,3491,5439,11.63,6.006,4.884,-9999
2017-08-03,2017-08-03 19:00:00,0.264119417,0.695108428,0.264119417,0.779089929,837,3519,5408,11.56,6.179,4.902,-9999
2017-08-03,2017-08-03 20:00:00,0.202141936,0.779089929,0.264119417,0.757125537,798.4,3539,5387,11.84,6.113,4.921,-9999
2017-08-03,2017-08-03 21:00:00,0.217397932,0.757125537,0.264119417,0.695108428,780.4,3537,5352,11.4,6.287,5.148,-9999
2017-08-03,2017-08-03 22:00:00,0.372818383,0.631799296,0.342306392,0.757125537,816,3513,5354,9.98,6.268,5.198,-9999
2017-08-03,2017-08-03 23:00:00,0.342306392,0.674436058,0.342306392,0.757125537,805,3516,5279,8.7,6.323,5.201,-9999
2017-08-04,2017-08-04 00:00:00,0.342306392,0.799762299,0.342306392,0.799762299,854,3472,5251,6.993,6.286,5.13,-9999
2017-08-04,2017-08-04 01:00:00,0.295584907,0.947052932,0.342306392,0.820434669,898,3504,5177,6.344,5.913,4.895,-9999
2017-08-04,2017-08-04 02:00:00,0.123954961,0.820434669,0.327050397,0.947052932,914,3488,5175,6.143,5.902,5.073,-9999
2017-08-04,2017-08-04 03:00:00,0.434795863,1.052998827,0.327050397,1.052998827,927,3506,5147,6.03,5.547,4.839,-9999
2017-08-04,2017-08-04 04:00:00,0.327050397,1.178325067,0.327050397,1.073671196,939,3470,5167,5.921,5.42,4.729,-9999
2017-08-04,2017-08-04 05:00:00,0.388074378,1.094343566,0.327050397,1.073671196,932,3501,5141,5.973,5.403,4.591,-9999
2017-08-04,2017-08-04 06:00:00,0.326096897,1.073671196,0.326096897,1.073671196,927,3485,5141,6.103,5.413,4.704,-9999
2017-08-04,2017-08-04 07:00:00,0.233607427,0.821726692,0.233607427,0.926380563,937,3477,5146,6.531,5.203,4.546,-9999
2017-08-04,2017-08-04 08:00:00,0.155420451,0.842399061,0.155420451,0.842399061,932,3459,5167,7.082,5.254,4.459,-9999
2017-08-04,2017-08-04 09:00:00,0.108698966,0.926380563,0.108698966,0.821726692,911,3411,5180,7.778,5.332,4.537,-9999
2017-08-04,2017-08-04 10:00:00,0.06293098,0.757125537,0.108698966,0.779089929,898,3385,5116,8.8,5.327,4.48,-9999
2017-08-04,2017-08-04 11:00:00,0.078186975,0.779089929,0.093442971,0.779089929,918,3336,5088,9.68,5.313,4.484,-9999
2017-08-04,2017-08-04 12:00:00,0.108698966,0.779089929,0.093442971,0.757125537,895,3345,4932,10.5,5.384,4.485,-9999
2017-08-04,2017-08-04 13:00:00,0.093442971,0.611126926,0.093442971,0.715780797,896,3364,4741,11.83,5.52,4.621,-9999
2017-08-04,2017-08-04 14:00:00,0.093442971,0.46254427,0.108698966,0.715780797,859,3371,4565,13.88,5.646,4.644,-9999
2017-08-04,2017-08-04 15:00:00,0.170676446,0.715780797,0.093442971,0.715780797,880,3340,4445,15.3,5.987,4.882,-9999
2017-08-04,2017-08-04 16:00:00,0.186885941,0.779089929,0.093442971,0.715780797,925,3365,4253,16.31,6.286,4.923,-9999
2017-08-04,2017-08-04 17:00:00,0.046721485,0.757125537,0.170676446,0.757125537,968,3425,4096,16.74,6.715,5.093,-9999
2017-08-04,2017-08-04 18:00:00,0.046721485,0.611126926,0.123954961,0.757125537,1035,3461,4016,17.2,7.072,5.193,-9999
2017-08-04,2017-08-04 19:00:00,0.186885941,0.905708193,0.123954961,0.757125537,1105,3514,3956,17.01,7.308,5.325,-9999
2017-08-04,2017-08-04 20:00:00,0.123954961,0.715780797,0.186885941,0.757125537,1092,3527,4049,15.84,7.478,5.531,-9999
2017-08-04,2017-08-04 21:00:00,0.434795863,0.757125537,0.372818383,0.905708193,1067,3638,4143,15.19,7.474,5.63,-9999
2017-08-04,2017-08-04 22:00:00,0.528238834,1.22096183,0.434795863,1.157652698,1124,3725,4287,14.93,7.74,5.828,-9999
2017-08-04,2017-08-04 23:00:00,0.372818383,1.157652698,0.481517349,1.157652698,-9999,3774,4435,13.02,7.721,5.93,-9999
2017-08-05,2017-08-05 00:00:00,0.512029339,1.22096183,0.512029339,1.157652698,-9999,3832,4544,10.88,7.635,5.93,-9999
2017-08-05,2017-08-05 01:00:00,-9999,1.116307958,-9999,1.116307958,-9999,3831,4640,9.97,7.435,5.851,-9999
2017-08-05,2017-08-05 02:00:00,0.481517349,0.841107038,0.481517349,1.052998827,1107,3876,4751,9.17,7.129,5.906,-9999
2017-08-05,2017-08-05 03:00:00,0.512982839,0.820434669,0.481517349,1.052998827,1116,3877,4880,9.1,6.99,5.783,-9999
2017-08-05,2017-08-05 04:00:00,0.248863422,1.052998827,0.372818383,0.841107038,1069,3899,4955,9.51,6.921,5.68,-9999
2017-08-05,2017-08-05 05:00:00,0.372818383,1.094343566,0.309887403,0.926380563,1027,3920,4998,9.71,6.79,5.634,-9999
2017-08-05,2017-08-05 06:00:00,0.309887403,0.611126926,0.294631407,0.967725302,1004,3916,5036,9.82,6.605,5.536,-9999
2017-08-05,2017-08-05 07:00:00,0.218351431,0.926380563,0.294631407,0.967725302,984,3919,5075,9.98,6.688,5.516,-9999
2017-08-05,2017-08-05 08:00:00,0.294631407,0.967725302,0.218351431,0.967725302,976,3912,5054,10.3,6.537,5.467,-9999
2017-08-05,2017-08-05 09:00:00,0.078186975,1.031034434,0.217397932,0.967725302,911,3909,4879,10.69,6.713,5.454,-9999
2017-08-05,2017-08-05 10:00:00,0.140164456,1.115015935,0.217397932,0.967725302,886,3862,4692,11.11,6.601,5.498,-9999
2017-08-05,2017-08-05 11:00:00,0.217397932,0.589162534,0.170676446,0.589162534,885,3863,4631,11.6,6.77,5.546,-9999
2017-08-05,2017-08-05 12:00:00,0.233607427,0.104653871,0.170676446,0.189927396,803,3840,4666,11.1,6.725,5.518,-9999
2017-08-05,2017-08-05 13:00:00,0.170676446,0.188635373,0.170676446,0.188635373,783.7,3813,4676,11.27,6.795,5.571,-9999
2017-08-05,2017-08-05 14:00:00,0.139210956,0.189927396,0.140164456,0.188635373,803,3788,4697,11.25,6.899,5.485,-9999
2017-08-05,2017-08-05 15:00:00,0.140164456,0.148582657,0.139210956,0.189927396,754.4,3772,4752,11.05,6.878,5.706,-9999
2017-08-05,2017-08-05 16:00:00,0.061977481,0.210599765,0.139210956,0.210599765,767.7,3793,4828,10.58,6.992,5.785,-9999
2017-08-05,2017-08-05 17:00:00,0.123954961,0.590454557,0.123954961,0.357890399,770.9,3794,4939,10.58,6.942,5.753,-9999
2017-08-05,2017-08-05 18:00:00,0.139210956,0.357890399,0.123954961,0.484508663,784,3832,5090,10.73,6.942,5.822,-9999
2017-08-05,2017-08-05 19:00:00,0.108698966,0.484508663,0.139210956,0.547817794,787.2,3853,5224,9.92,7.017,5.707,-9999
2017-08-05,2017-08-05 20:00:00,0.185932442,0.799762299,0.171629946,0.547817794,826,3845,5297,9.19,6.874,5.702,-9999
2017-08-05,2017-08-05 21:00:00,0.171629946,0.547817794,0.185932442,0.799762299,849,3897,5315,8.47,6.763,5.677,-9999
2017-08-05,2017-08-05 22:00:00,0.327050397,0.926380563,0.326096897,0.864363454,909,3895,5362,7.908,6.686,5.634,-9999
2017-08-05,2017-08-05 23:00:00,0.326096897,0.864363454,0.327050397,0.926380563,947,-9999,5380,7.311,6.639,5.639,-9999
