Source,Reference_number,Duplicate_record,soil.id,Reference,Latitude_deg,Longitude_deg,Soil_type,Depth_cm,Ecosystem_type,climate,Temp_mean,q10calc,substrate,Q10,corg,norg,clay,ph
Hamdi2013,45,,173,Niklinska et al. 1999,66_08'N,16_01'E,H,,forest,temperate,17.5,equal-time,N,1.92,51.72222222,0.071,,5.6
Hamdi2013,45,,173,Niklinska et al. 1999,66_08'N,16_01'E,H,,forest,temperate,22.5,equal-time,N,1,51.72222222,0.071,,5.6
Hamdi2013,45,,174,Niklinska et al. 1999,60_49'N,16_01'E,J,,forest,temperate,7.5,equal-time,N,3.07,51.44444444,0.116,,5.8
Hamdi2013,45,,174,Niklinska et al. 1999,60_49'N,16_01'E,J,,forest,temperate,12.5,equal-time,N,2.27,51.44444444,0.116,,5.8
Hamdi2013,45,,174,Niklinska et al. 1999,60_49'N,16_01'E,J,,forest,temperate,17.5,equal-time,N,2.2,51.44444444,0.116,,5.8
Hamdi2013,45,,174,Niklinska et al. 1999,60_49'N,16_01'E,J,,forest,temperate,22.5,equal-time,N,1.07,51.44444444,0.116,,5.8
Hamdi2013,45,,175,Niklinska et al. 1999,44_11'N,03_24'E,L,,forest,temperate,7.5,equal-time,N,4.68,47.16666667,0.091,,6.1
Hamdi2013,45,,175,Niklinska et al. 1999,44_11'N,03_24'E,L,,forest,temperate,12.5,equal-time,N,1.94,47.16666667,0.091,,6.1
Hamdi2013,45,,175,Niklinska et al. 1999,44_11'N,03_24'E,L,,forest,temperate,17.5,equal-time,N,1.34,47.16666667,0.091,,6.1
Hamdi2013,45,,175,Niklinska et al. 1999,44_11'N,03_24'E,L,,forest,temperate,22.5,equal-time,N,1.28,47.16666667,0.091,,6.1
Hamdi2013,45,,176,Niklinska et al. 1999,52_22'N,14_36'E,O,,forest,temperate,7.5,equal-time,N,4.34,46.16666667,0.167,,5.9
Hamdi2013,45,,176,Niklinska et al. 1999,52_22'N,14_36'E,O,,forest,temperate,12.5,equal-time,N,3.27,46.16666667,0.167,,5.9
Hamdi2013,45,,176,Niklinska et al. 1999,52_22'N,14_36'E,O,,forest,temperate,17.5,equal-time,N,1.97,46.16666667,0.167,,5.9
Hamdi2013,45,,176,Niklinska et al. 1999,52_22'N,14_36'E,O,,forest,temperate,22.5,equal-time,N,1.14,46.16666667,0.167,,5.9
Hamdi2013,46,,177,Philipps et al. 2012,46_46'N,100_55'W,Grass,,grassland,temperate,-5,sequential,N,4.8,4,,,6.2
Hamdi2013,47,,178,Rasmussen et al. 2006,,,PP-AN,0 to 6,forest,temperate,8.75,equal-time,N,6.22,9.8,,25.4,
Hamdi2013,47,,179,Rasmussen et al. 2006,,,PP-BS,0 to 7,forest,temperate,8.75,equal-time,N,6.33,7,,26.8,
Hamdi2013,47,,180,Rasmussen et al. 2006,,,PP-GR,0 to 7,forest,temperate,8.75,equal-time,N,4.78,6.5,,14,
Hamdi2013,47,,181,Rasmussen et al. 2006,,,RF-AN,0 to 11,forest,temperate,8.75,equal-time,N,3.78,9.7,,7.7,
Hamdi2013,47,,182,Rasmussen et al. 2006,,,RF-BS,0 to 8,forest,temperate,8.75,equal-time,N,2.68,16.1,,6.7,
Hamdi2013,47,,183,Rasmussen et al. 2006,,,RF-GR,0 to 8,forest,temperate,8.75,equal-time,N,1.83,5.3,,8.7,
Hamdi2013,47,,184,Rasmussen et al. 2006,,,WF-AN,0 to 11,forest,temperate,8.75,equal-time,N,7.12,8.4,,9.4,
Hamdi2013,47,,185,Rasmussen et al. 2006,,,WF-BS,0 to 10,forest,temperate,8.75,equal-time,N,5.8,9.3,,6.3,
Hamdi2013,47,,186,Rasmussen et al. 2006,,,WF-GR,0 to 13,forest,temperate,8.75,equal-time,N,4.66,5.1,,7.7,
Hamdi2013,48,,187,Reichstein et al. 2000,,,Gully,,tundra,cold,15,model,N,2.8,5.65,0.37,,3.6
Hamdi2013,48,,188,Reichstein et al. 2000,,,Ridge,,tundra,cold,15,model,N,2.5,40.31,1.33,,3
Hamdi2013,49,,189,Reichstein et al. 2005,,,Reich2005-min,,forest,temperate,15,model,N,2.58,4.5,,10,3
Hamdi2013,49,,189,Reichstein et al. 2005,,,Reich2005-min,,forest,temperate,15,sequential,N,2.45,4.5,,10,3
Hamdi2013,49,,190,Reichstein et al. 2005,,,Reich2005-org,,forest,temperate,15,model,N,2.78,40,,,3
Hamdi2013,49,,190,Reichstein et al. 2005,,,Reich2005-org,,forest,temperate,15,sequential,N,2.6,40,,,3
Hamdi2013,50,,191,Rey and Jarvis 2006,41_52'N,13_28'E,COL_0-5,,forest,temperate,17,model,N,2.7,14.8,0.96,,5.9
Hamdi2013,50,,191,Rey and Jarvis 2006,41_52'N,13_28'E,COL_0-5,,forest,temperate,17,equal-C,N,1.9,14.8,0.96,,5.9
Hamdi2013,50,,192,Rey and Jarvis 2006,51_05'N,10_28'E,HAI_0-5,,forest,temperate,17.5,model,N,3.2,7.85,0.61,,3.7
Hamdi2013,50,,192,Rey and Jarvis 2006,51_05'N,10_28'E,HAI_0-5,,forest,temperate,17.5,equal-C,N,2.6,7.85,0.61,,3.7
Hamdi2013,50,,193,Rey and Jarvis 2006,"55_12'46""N","02_02'15""E",HAR_0-5,,forest,temperate,17,model,N,2.8,6.45,0.63,,5.9
Hamdi2013,50,,193,Rey and Jarvis 2006,"55_12'46""N","02_02'15""E",HAR_0-5,,forest,temperate,17,equal-C,N,2.6,6.45,0.63,,5.9
Hamdi2013,50,,194,Rey and Jarvis 2006,48_40'N,"07_05""E",HES_0-5,,forest,temperate,17.5,model,N,2.5,6.45,0.63,,5.9
Hamdi2013,50,,194,Rey and Jarvis 2006,48_40'N,"07_05""E",HES_0-5,,forest,temperate,17.5,equal-C,N,2.5,6.45,0.63,,5.9
Hamdi2013,50,,195,Rey and Jarvis 2006,"52_10'00""N","05_44'38""E",LOO_0-5,,forest,temperate,17.5,model,N,3.1,6.78,0.5,51.73786744,5.2
Hamdi2013,50,,195,Rey and Jarvis 2006,"52_10'00""N","05_44'38""E",LOO_0-5,,forest,temperate,17.5,equal-C,N,2.6,6.78,0.5,51.73786744,5.2
Hamdi2013,50,,196,Rey and Jarvis 2006,11_55'N,"42_24""E",ROC_0-5_20y,,forest,temperate,17,model,N,2.7,3.85,0.26,31.41790048,4.1
Hamdi2013,50,,196,Rey and Jarvis 2006,11_55'N,"42_24""E",ROC_0-5_20y,,forest,temperate,17,equal-C,N,2.2,3.85,0.26,31.41790048,4.1
Hamdi2013,50,,197,Rey and Jarvis 2006,"50_58'00""N","13_34'16""E",THA_0-5_95y,,forest,temperate,17.5,model,N,2.9,8.46,0.49,,3.4
Hamdi2013,50,,197,Rey and Jarvis 2006,"50_58'00""N","13_34'16""E",THA_0-5_95y,,forest,temperate,17.5,equal-C,N,2.75,8.46,0.49,,3.4
Hamdi2013,50,,198,Rey and Jarvis 2006,"50_27'13""N","11_27'27""E",WET_0-5_120y,,forest,temperate,17,model,N,2.9,8.46,0.49,,3.4
Hamdi2013,50,,198,Rey and Jarvis 2006,"50_27'13""N","11_27'27""E",WET_0-5_120y,,forest,temperate,17,equal-C,N,2.5,8.46,0.49,,3.4
Hamdi2013,51,,199,Rey et al. 2008,,,COL_0-5,,forest,temperate,17,model,N,2.48,14.8,0.96,,5.9
Hamdi2013,51,,200,Rey et al. 2008,,,COL_10-20,,forest,temperate,17,model,N,3.25,8.39,0.6,,5.6
Hamdi2013,51,,200,Rey et al. 2008,,,COL_10-20,,forest,temperate,17,equal-time,N,3.03,8.39,0.6,,5.6
Hamdi2013,51,,201,Rey et al. 2008,,,COL_5-10,,forest,temperate,17,model,N,3.15,11.46,0.78,,5.6
Hamdi2013,51,,201,Rey et al. 2008,,,COL_5-10,,forest,temperate,17,equal-time,N,2.72,11.46,0.78,,5.6
Hamdi2013,51,,202,Rey et al. 2008,,,HAI_0-5,,forest,temperate,17.5,model,N,2.7,6.78,0.5,,5.2
Hamdi2013,51,,203,Rey et al. 2008,,,HAI_10-20,,forest,temperate,17.5,model,N,2,2.46,0.23,49.98723047,5.3
Hamdi2013,51,,203,Rey et al. 2008,,,HAI_10-20,,forest,temperate,17.5,equal-time,N,2.56,2.46,0.23,49.98723047,5.3
Hamdi2013,51,,204,Rey et al. 2008,,,HAI_5-10,,forest,temperate,17.5,model,N,2.59,3.89,0.34,50.56341193,5.1
Hamdi2013,51,,204,Rey et al. 2008,,,HAI_5-10,,forest,temperate,17.5,equal-time,N,3.04,3.89,0.34,50.56341193,5.1
Hamdi2013,51,,205,Rey et al. 2008,,,HAR_0-5,,forest,temperate,17,model,N,2.86,7.85,0.61,,3.7
Hamdi2013,51,,206,Rey et al. 2008,,,HAR_10-20,,forest,temperate,17,model,N,3.37,4.93,0.45,,2.8
Hamdi2013,51,,206,Rey et al. 2008,,,HAR_10-20,,forest,temperate,17,equal-time,N,3.07,4.93,0.45,,2.8
Hamdi2013,51,,207,Rey et al. 2008,,,HAR_5-10,,forest,temperate,17,model,N,2.55,6.77,0.6,,3.1
Hamdi2013,51,,207,Rey et al. 2008,,,HAR_5-10,,forest,temperate,17,equal-time,N,2.61,6.77,0.6,,3.1
Hamdi2013,51,,208,Rey et al. 2008,,,HES_0-5,,forest,temperate,17.5,model,N,3.25,3.85,0.26,,4.1
Hamdi2013,51,,209,Rey et al. 2008,,,HES_10-20,,forest,temperate,17.5,model,N,3.11,1.57,0.11,32.02523072,3.8
Hamdi2013,51,,209,Rey et al. 2008,,,HES_10-20,,forest,temperate,17.5,equal-time,N,2.39,1.57,0.11,32.02523072,3.8
Hamdi2013,51,,210,Rey et al. 2008,,,HES_5-10,,forest,temperate,17.5,model,N,3.05,2.15,0.16,31.78116447,3.9
Hamdi2013,51,,210,Rey et al. 2008,,,HES_5-10,,forest,temperate,17.5,equal-time,N,2.57,2.15,0.16,31.78116447,3.9
Hamdi2013,51,,211,Rey et al. 2008,,,LOO_0-5,,forest,temperate,17.5,model,N,3.17,8.46,0.49,,3.4
Hamdi2013,51,,212,Rey et al. 2008,,,LOO_10-20,,forest,temperate,17.5,model,N,3.65,0.58,0.03,,3
Hamdi2013,51,,212,Rey et al. 2008,,,LOO_10-20,,forest,temperate,17.5,equal-time,N,2.67,0.58,0.03,,3
Hamdi2013,51,,213,Rey et al. 2008,,,LOO_5-10,,forest,temperate,17.5,model,N,3.28,0.72,0.05,,3.3
Hamdi2013,51,,213,Rey et al. 2008,,,LOO_5-10,,forest,temperate,17.5,equal-time,N,3.5,0.72,0.05,,3.3
Hamdi2013,51,,214,Rey et al. 2008,,,ROC_0-5_20y,,forest,temperate,17,model,N,2.7,6.45,0.63,,5.9
Hamdi2013,51,,215,Rey et al. 2008,,,ROC_10-20_20y,,forest,temperate,17,model,N,2.79,1.99,0.1,,5.2
Hamdi2013,51,,215,Rey et al. 2008,,,ROC_10-20_20y,,forest,temperate,17,equal-time,N,2.38,1.99,0.1,,5.2
Hamdi2013,51,,216,Rey et al. 2008,,,ROC_5-10_20y,,forest,temperate,17,model,N,2.96,3.43,0.56,,5.6
Hamdi2013,51,,216,Rey et al. 2008,,,ROC_5-10_20y,,forest,temperate,17,equal-time,N,2.69,3.43,0.56,,5.6
Hamdi2013,51,,217,Rey et al. 2008,,,THA_0-5_95y,,forest,temperate,17.5,model,N,2.94,36.7,1.54,,3.9
Hamdi2013,51,,218,Rey et al. 2008,,,THA_10-20_95y,,forest,temperate,17.5,model,N,,4.38,0.16,,3.9
Hamdi2013,51,,218,Rey et al. 2008,,,THA_10-20_95y,,forest,temperate,17.5,equal-time,N,1.83,4.38,0.16,,3.9
Hamdi2013,51,,219,Rey et al. 2008,,,THA_5-10_95y,,forest,temperate,17.5,model,N,,7.3,0.27,,3.9
Hamdi2013,51,,219,Rey et al. 2008,,,THA_5-10_95y,,forest,temperate,17.5,equal-time,N,2.15,7.3,0.27,,3.9
Hamdi2013,51,,220,Rey et al. 2008,,,WET_0-5_120y,,forest,temperate,17,model,N,2.92,30.8,1.41,,3.6
Hamdi2013,51,,221,Rey et al. 2008,,,WET_10-20_120y,,forest,temperate,17,model,N,3.41,8.51,0.37,36.55790965,3.1
Hamdi2013,51,,221,Rey et al. 2008,,,WET_10-20_120y,,forest,temperate,17,equal-time,N,2.39,8.51,0.37,36.55790965,3.1
Hamdi2013,51,,222,Rey et al. 2008,,,WET_5-10_120y,,forest,temperate,17,model,N,3.07,17.27,0.73,26.26863862,3.1
Hamdi2013,51,,222,Rey et al. 2008,,,WET_5-10_120y,,forest,temperate,17,equal-time,N,2.44,17.27,0.73,26.26863862,3.1
Hamdi2013,52,,223,Rodionow et al. 2006,67_29.90'N,86_25.26'E,P0,0 to 10,grassland,temperate,10,equal-time,N,2.52,2.5,0.24,17.2,6.3
Hamdi2013,52,,224,Rodionow et al. 2006,67_29.90'N,86_25.26'E,P1,0 to 10,tundra,cold,10,equal-time,N,2.17,3.6,0.14,24,5.5
Hamdi2013,52,,224,Rodionow et al. 2006,67_29.90'N,86_25.26'E,P1,10 to 40,tundra,cold,10,equal-time,N,2.18,0.8,0.05,18,5.8
Hamdi2013,52,,225,Rodionow et al. 2006,67_29.90'N,86_25.26'E,P2,0 to 30,tundra,cold,10,equal-time,N,2,3,0.19,28,5.5
Hamdi2013,52,,225,Rodionow et al. 2006,67_29.90'N,86_25.26'E,P2,0 to 40,tundra,cold,10,equal-time,N,2.43,5.3,0.28,27.6,6.4
Hamdi2013,52,,226,Rodionow et al. 2006,67_29.90'N,86_25.26'E,P3,0 to 20,tundra,cold,10,equal-time,N,3.08,7.4,0.4,30.3,5.9
Hamdi2013,52,,226,Rodionow et al. 2006,67_29.90'N,86_25.26'E,P3,20 to 30,tundra,cold,10,equal-time,N,2.37,12.8,0.7,28.4,6
Hamdi2013,53,,227,Shaver et al. 2006,68_37'N,149_36'W,Shav,,tundra,cold,11,equal-time,N,2.13,33,,,
Hamdi2013,54,,228,Shrestha et al. 2004,28_19.4'N,83_52.4'E,Nep,0 to 10,forest,,10,equal-time,N,3.4,3.4,,,4.7
Hamdi2013,54,,228,Shrestha et al. 2004,28_19.4'N,83_52.4'E,Nep,0 to 10,forest,,17.5,equal-time,N,1.8,3.4,,,4.7
Hamdi2013,55,,229,Song et al. 2010,37_32'N,101_15'E,Camb,0 to 10,tundra,cold,12.5,equal-time,N,1.18,10,,,
Hamdi2013,56,,230,Townsend et al. 1997,,,Town_forest1500,,forest,warm,25,equal-time,N,1.5,26,,,
Hamdi2013,56,,230,Townsend et al. 1997,,,Town_forest1500,,forest,warm,35,equal-time,N,1.4,26,,,
Hamdi2013,56,,231,Townsend et al. 1997,,,Town_forest900,,forest,warm,25,equal-time,N,1.55,14.4,,,
Hamdi2013,56,,231,Townsend et al. 1997,,,Town_forest900,,forest,warm,35,equal-time,N,1.35,14.4,,,
Hamdi2013,56,,232,Townsend et al. 1997,,,Town_past100,,grassland,warm,25,equal-time,N,1.7,9.6,,,
Hamdi2013,56,,232,Townsend et al. 1997,,,Town_past100,,grassland,warm,35,equal-time,N,1.3,9.6,,,
Hamdi2013,56,,233,Townsend et al. 1997,,,Town_past1700,,grassland,warm,25,equal-time,N,1.9,21,,,
Hamdi2013,56,,233,Townsend et al. 1997,,,Town_past1700,,grassland,warm,35,equal-time,N,1.5,21,,,
Hamdi2013,56,,234,Townsend et al. 1997,,,Town_past800,,grassland,warm,25,equal-time,N,1.8,15.1,,,
Hamdi2013,56,,234,Townsend et al. 1997,,,Town_past800,,grassland,warm,35,equal-time,N,1.4,15.1,,,
Hamdi2013,57,,235,Vanhala et al. 2007,,,Van_Control,,cultivated,temperate,20,equal-time,N,3.41,9,,,
Hamdi2013,57,,235,Vanhala et al. 2007,,,Van_Control,,cultivated,temperate,26,equal-time,N,3.59,9,,,
Hamdi2013,57,,236,Vanhala et al. 2007,,,Van_Maize,,cultivated,temperate,20,equal-time,N,3.46,10.5,,,
Hamdi2013,57,,236,Vanhala et al. 2007,,,Van_Maize,,cultivated,temperate,26,equal-time,N,3.38,10.5,,,
Hamdi2013,58,,237,Wang et al. 2010,"53_12'08""N","122_16'43""E",Beij1,10 to 20,peat,cold,12.5,equal-time,N,2.05,44.43,1.31,,3.93
Hamdi2013,58,,238,Wang et al. 2010,"53_12'08""N","122_16'43""E",Beij2,20 to 30,peat,cold,12.5,equal-time,N,1.96,40.56,1.65,,3.52
Hamdi2013,58,,239,Wang et al. 2010,"52_09'10""N","122_57'18""E",Fei1,10 to 20,peat,cold,12.5,equal-time,N,2.44,42.93,1.34,,4.13
Hamdi2013,58,,240,Wang et al. 2010,"52_09'10""N","122_57'18""E",Fei2,20 to 30,peat,cold,12.5,equal-time,N,2.37,37.86,1.71,,3.9
Hamdi2013,58,,241,Wang et al. 2010,"51_45'34""N", 123_02'34E,Huz1,10 to 20,peat,cold,12.5,equal-time,N,2.15,45.01,1.41,,3.88
Hamdi2013,58,,242,Wang et al. 2010,"51_45'34""N", 123_02'34E,Huz2,20 to 30,peat,cold,12.5,equal-time,N,2.2,41.03,1.7,,3.7
Hamdi2013,58,,243,Wang et al. 2010,"52_55'59""N","122_46'26""E",Tuqi1,10 to 20,peat,cold,12.5,equal-time,N,2.07,45.16,1.38,,3.86
Hamdi2013,58,,244,Wang et al. 2010,"52_55'59""N","122_46'26""E",Tuqi2,20 to 30,peat,cold,12.5,equal-time,N,2.06,43.37,1.64,,3.72
Hamdi2013,58,,245,Wang et al. 2010,"52_45'07""N","122_37'57""E",Zhua1,10 to 20,peat,cold,12.5,equal-time,N,2.09,45.22,1.43,,3.88
Hamdi2013,58,,246,Wang et al. 2010,"52_45'07""N","122_37'57""E",Zhua2,20 to 30,peat,cold,12.5,equal-time,N,2.15,41.3,1.59,,3.58
Hamdi2013,59,,247,Wickland and Neff 2008,63_53'N,145_44'W,MD,,forest,cold,15,equal-time,N,1.7,29.6,1.18,,
Hamdi2013,59,,248,Wickland and Neff 2008,64_42'N,148_19'W,PD,,forest,cold,15,equal-time,N,1.6,34.7,1.58,,
Hamdi2013,59,,249,Wickland and Neff 2008,63_53'N,145_44'W,WD,,forest,cold,15,equal-time,N,1.9,31,1.16,,
Hamdi2013,60,,250,Winkler et al. 1996,63_53'N,145_44'W,Wink,0 to 28,forest,temperate,16,equal-time,N,1.8,,,,
Hamdi2013,61,,251,Xu et al. 2012,34_59'N,97_31'W,C,0 to 20,grassland,temperate,20,sequential,N,2.61,1.24,0.113,,7
Hamdi2013,62,,252,Zhang et al. 2007,30_22.477'N,113_21.286'N,EP,0 to 15,cultivated,temperate,22.5,equal-time,N,2.26,1.77,0.176,45.3,7.15
Hamdi2013,62,,253,Zhang et al. 2007,29_48.597'N,106_25.584'N,PP,0 to 15,cultivated,temperate,22.5,equal-time,N,1.09,1.75,0.135,26.5,6.89
Hamdi2013,62,,254,Zhang et al. 2007,28_21.133'N,116_10.551'N,RP,0 to 15,cultivated,temperate,22.5,equal-time,N,1.72,2.44,0.223,25.9,5.54
Hamdi2013,63,,255,Zhu and Cheng 2011,,,Cult,0 to 30,cultivated,temperate,22.5,equal-C,N,2.25,0.94,0.11,,
Hamdi2013,63,,256,Zhu and Cheng 2011,,,Grass,0 to 30,grassland,temperate,22.5,equal-C,N,1.85,1.2,0.13,,
